name,moa,target,disease_area,indication,phase
pacritinib,"FLT3 inhibitor, JAK inhibitor","FLT3, JAK1, JAK2, JAK3",,,Phase 3
palbociclib,CDK inhibitor,"CDK4, CDK6",oncology,breast cancer,Launched
paliperidone,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CYP2D6, CYP3A4, CYP3A5, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1D, HTR2A, HTR2C",neurology/psychiatry,schizophrenia,Launched
palmatine-chloride,dopamine synthesis inhibitor,CYP3A4,,,Preclinical
palmitoylethanolamide,cannabinoid receptor agonist,"CNR2, GPR119, GPR55",,,Launched
palomid-529,"AKT inhibitor, mTOR inhibitor",MTOR,,,Phase 1
panobinostat,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9",hematologic malignancy,multiple myeloma,Launched
papaverine,phosphodiesterase inhibitor,"PDE10A, PDE4B, PDE5A","cardiology, hematology, gastroenterology","myocardial infarction, angina pectoris, pulmonary embolism (PE), colitis, vascular spasm",Launched
parachlorophenol,antiinfective drug,,,,Launched
parbendazole,tubulin polymerization inhibitor,TUBB,,,Preclinical
pardoprunox,"serotonin receptor agonist, dopamine receptor agonist","DRD2, DRD3, DRD4, HTR1A, HTR7",,,Phase 3
paricalcitol,vitamin D receptor agonist,VDR,"nephrology, endocrinology","chronic kidney disease (CKD), hyperthyroidism",Launched
parthenolide,NFkB pathway inhibitor,,,,Phase 1
parthenolide-(-),NFkB pathway inhibitor,HDAC1,,,Preclinical
pazopanib,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","CSF1R, FGF1, FGFR1, FGFR3, FLT1, FLT4, ITK, KDR, KIT, PDGFRA, PDGFRB, SH2B3",oncology,"renal cell carcinoma (RCC), soft tissue sarcoma (STS)",Launched
pelitinib,EGFR inhibitor,EGFR,,,Phase 2
penfluridol,T-type calcium channel blocker,CACNA1G,neurology/psychiatry,schizophrenia,Launched
penicillamine-(D),chelating agent,,"metabolism, rheumatology, nephrology","Wilson's disease, rheumatoid arthritis, cystinuria",Launched
pentagastrin,CCK receptor agonist,CCKBR,gastroenterology,"anacidity diagnostic, gastric hypersecretion diagnostic, anacidity diagnostic, gastric hypersecretion diagnostic",Launched
pentamidine,anti-pneumocystis agent,TRDMT1,infectious disease,pneumonia,Launched
pentostatin,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor",ADA,hematologic malignancy,hairy cell leukemia,Launched
pepstatin,aspartic protease inhibitor,"CTSB, CTSD, CTSL, REN",,,Preclinical
peruvoside,cardiac glycoside,,,,Phase 1
pevonedistat,nedd activating enzyme inhibitor,"NAE1, UBA3",,,Phase 2
phenazone,cyclooxygenase inhibitor,"PTGS1, PTGS2",neurology/psychiatry,pain relief,Launched
phenelzine,monoamine oxidase inhibitor,"ABAT, AOC3, GAD2, GPT, GPT2, MAOA, MAOB, SLC6A2, SLC6A3, SLC6A4",neurology/psychiatry,depression,Launched
pheniramine,histamine receptor antagonist,HRH1,allergy,"allergic rhinitis, urticaria",Launched
phenylbutazone,"cyclooxygenase inhibitor, prostanoid receptor antagonist","PTGIS, PTGS1, PTGS2",,,Withdrawn
phenylmercuric-acetate,other antifungal,,,,Preclinical
phlorizin,sodium/glucose cotransporter inhibitor,"SLC5A1, SLC5A11, SLC5A2, SLC5A3",,,Preclinical
pibenzimol,DNA inhibitor,,,,Phase 2
picolinic-acid,chelating agent,,,,Phase 2
pilaralisib,PI3K inhibitor,,,,Phase 2
pilocarpine,acetylcholine receptor agonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5","ophthalmology, cardiology","glaucoma, hypertension",Launched
pindolol,adrenergic receptor antagonist,"ADRB1, ADRB2, HTR1A, HTR1B, HTR2A, HTR2B",cardiology,hypertension,Launched
piperacetazine,dopamine receptor antagonist,,neurology/psychiatry,schizophrenia,Launched
piperazine,benzodiazepine receptor agonist,GABRB3,infectious disease,gastrointestinal roundworms,Launched
piperine,monoamine oxidase inhibitor,"MAOA, MAOB, TRPV1",,,Phase 1
pirenperone,serotonin receptor antagonist,"HTR2A, HTR7",,,Preclinical
piretanide,glucocorticoid receptor agonist,"SLC12A1, SLC12A2",cardiology,"hypertension, edema",Launched
piroxicam,cyclooxygenase inhibitor,"PTGS1, PTGS2",rheumatology,"osteoarthritis, rheumatoid arthritis",Launched
pitavastatin,HMGCR inhibitor,HMGCR,endocrinology,hyperlipidemia,Launched
plinabulin,tubulin polymerization inhibitor,,,,Phase 3
podophyllotoxin,"microtubule inhibitor, tubulin polymerization inhibitor","IGF1R, TOP2A, TUBA4A, TUBB",infectious disease,genital warts,Launched
polydatin,ICAM1 expression inhibitor,ICAM1,,,Phase 2
pomalidomide,"angiogenesis inhibitor, tumor necrosis factor production inhibitor","CRBN, PTGS2, TNF",hematologic malignancy,multiple myeloma,Launched
ponatinib,"Bcr-Abl kinase inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor","ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK",hematologic malignancy,"chronic myeloid leukemia (CML), acute lymphoblastic leukemia (ALL)",Launched
posaconazole,sterol demethylase inhibitor,CYP3A4,infectious disease,oropharyngeal candidiasis,Launched
poziotinib,EGFR inhibitor,"EGFR, ERBB2, ERBB4",,,Phase 2
practolol,adrenergic receptor antagonist,ADRB1,,,Withdrawn
pralatrexate,dihydrofolate reductase inhibitor,"DHFR, TYMS",hematologic malignancy,peripheral T-cell lymphoma (PTCL),Launched
pranidipine,calcium channel blocker,CACNA1C,,,Phase 2
prazosin,adrenergic receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, KCNH2, KCNH6, KCNH7",cardiology,hypertension,Launched
prednisolone,glucocorticoid receptor agonist,"NR3C1, NR3C2, SERPINA6","ophthalmology, dermatology, infectious disease","conjunctivitis, rosacea, punctate keratitis, shingles, iritis, cyclitis",Launched
prednisolone-acetate,glucocorticoid receptor agonist,NR3C1,"ophthalmology, dermatology, infectious disease","conjunctivitis, rosacea, punctate keratitis, shingles, iritis, cyclitis",Launched
prednisolone-hemisuccinate,glucocorticoid receptor agonist,NR3C1,,,Preclinical
prednisolone-tebutate,anti-inflammatory agent,,,,Launched
primaquine,"antimalarial agent, DNA inhibitor","KRT7, NQO2",infectious disease,malaria,Launched
proflavine-hemisulfate,topical anesthetic,F2,,,Phase 2
propoxycaine,local anesthetic,,neurology/psychiatry,anesthetic,Launched
propranolol,adrenergic receptor antagonist,,"cardiology, neurology/psychiatry","hypertension, angina pectoris, migraine headache",Launched
proscillaridin-a,,,cardiology,"congestive heart failure, cardiac arrythmia",Launched
protirelin,thyrotropin releasing hormone receptor agonist,TRHR,radiology,thyroid function diagnostic,Launched
pterostilbene,"cyclooxygenase inhibitor, PPAR receptor agonist",PTGS2,,,Phase 2/Phase 3
puromycin,protein synthesis inhibitor,"NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1",,,Preclinical
pyrimethamine,dihydrofolate reductase inhibitor,"DHFR, SLC47A1",infectious disease,malaria,Launched
pyrithione-zinc,ATP synthase inhibitor,"KCNQ1, KCNQ2, KCNQ4, KCNQ5",dermatology,dandruff,Launched
pyritinol,,,"rheumatology, neurology/psychiatry","rheumatoid arthritis, senile dementia",Launched
pyroxamide,HDAC inhibitor,HDAC1,,,Phase 1
quinethazone,thiazide diuretic,"CA1, CA2, SLC12A1, SLC12A2, SLC12A3",cardiology,hypertension,Launched
quinidine,sodium channel blocker,"KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SCN5A, SLC29A4","infectious disease, cardiology","malaria, atrial fibrillation (AF), ventricular arrhythmias",Launched
quizartinib,FLT3 inhibitor,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB, RET",,,Phase 3
rabeprazole,"ATPase inhibitor, gastrin inhibitor",ATP4A,gastroenterology,"gastroesophageal reflux disease (GERD), duodenal ulcer disease, Zollinger-Ellison syndrome",Launched
racecadotril,enkephalinase inhibitor,MME,gastroenterology,diarrhea,Launched
raclopride,dopamine receptor antagonist,"DRD2, DRD3, HTR1A",,,Launched
radezolid,"bacterial 30S ribosomal subunit inhibitor, bacterial 50S ribosomal subunit inhibitor",,,,Phase 2
raloxifene,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","ESR1, ESR2","orthopedics, oncology","osteoporosis, breast cancer",Launched
raltitrexed,thymidylate synthase inhibitor,"FPGS, TYMS",oncology,mesothelioma,Launched
ramatroban,prostanoid receptor antagonist,"PTGDR2, TBXA2R","cardiology, pulmonary","coronary artery disease (CAD), asthma",Launched
ramifenazone,cyclooxygenase inhibitor,,"neurology/psychiatry, endocrinology","pain relief, fever",Launched
ranitidine,histamine receptor antagonist,HRH2,gastroenterology,heartburn,Launched
refametinib,MEK inhibitor,"MAP2K1, MAP2K2",,,Phase 2
regorafenib,"FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK",oncology,"colorectal cancer, gastrointestinal stromal tumors (GIST)",Launched
remoxipride,dopamine receptor antagonist,"DRD2, DRD3, DRD4, HTR2A, SIGMAR1",,,Withdrawn
repaglinide,insulin secretagogue,"ABCC8, KCNJ11, PPARG",endocrinology,diabetes mellitus,Launched
repsox,TGF beta receptor inhibitor,TGFBR1,,,Preclinical
resatorvid,toll-like receptor antagonist,TLR4,,,Phase 3
resiquimod,toll-like receptor agonist,"TLR7, TLR8",,,Phase 3
resminostat,HDAC inhibitor,"HDAC1, HDAC3, HDAC6, HDAC8",,,Phase 2
rheochrysidin,protein tyrosine kinase inhibitor,PTPN1,,,Preclinical
ribavirin,antiviral,"ADK, ENPP1, IMPDH1, IMPDH2, NT5C2",infectious disease,hepatitis C,Launched
ribitol,,,,,Preclinical
ribociclib,CDK inhibitor,"CDK4, CDK6",oncology,breast cancer,Launched
riboflavin,vitamin B2,"BLVRB, RFK",gastroenterology,jaundice,Launched
rifampin,RNA polymerase inhibitor,"NR1I2, SLCO1A2, SLCO1B1, SLCO1B3",infectious disease,"tuberculosis, meningitis",Launched
rigosertib,"cell cycle inhibitor, PLK inhibitor",PLK1,,,Phase 3
riluzole,glutamate inhibitor,"KCNK10, KCNK2, KCNK4, KCNN4, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A, SLC7A11",neurology/psychiatry,amyotrophic lateral sclerosis (ALS),Launched
rimexolone,glucocorticoid receptor agonist,"NR3C1, SERPINA6",ophthalmology,anterior uveitis,Launched
riociguat,guanylate cyclase stimulant,"GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3",cardiology,hypertension,Launched
ritodrine,adrenergic receptor agonist,ADRB2,obstetrics/gynecology,premature labor,Launched
rociletinib,EGFR inhibitor,EGFR,,,Phase 3
romidepsin,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Launched
roquinimex,"angiogenesis inhibitor, tumor necrosis factor production inhibitor",,,,Phase 3
rubitecan,topoisomerase inhibitor,TOP1,,,Phase 3
rucinol,tyrosinase inhibitor,TYR,,,Phase 1
rutin,"antioxidant, capillary stabilizing agent, nitric oxide scavenger",AKR1C3,"rheumatology, otolaryngology, gastroenterology, neurology/psychiatry, allergy","joint pain, nasal congestion, constipation, irritability, allergic rhinitis",Launched
ruxolitinib,JAK inhibitor,"JAK1, JAK2, JAK3, TYK2","hematologic malignancy, hematology","myelofibrosis, polycythemia vera",Launched
ryuvidine,histone lysine methyltransferase inhibitor,"CDK2, CDK4",,,Preclinical
salidroside,beta amyloid protein neurotoxicity inhibitor,APP,,,Preclinical
salinomycin,,,infectious disease,coccidiosis,Launched
salvianolic-acid-B,"metalloproteinase inhibitor, EGFR inhibitor",MMP9,,,Phase 2
salvinorin-a,opioid receptor agonist,"OPRD1, OPRK1, OPRM1",,,Phase 1
sangivamycin,DNA inhibitor,,,,Phase 1
saracatinib,src inhibitor,"ABL1, LCK, SRC, YES1",,,Phase 2/Phase 3
sarafloxacin,bacterial DNA gyrase inhibitor,,,,Launched
satraplatin,DNA alkylating agent,,,,Phase 3
saxagliptin,dipeptidyl peptidase inhibitor,DPP4,endocrinology,diabetes mellitus,Launched
sclareol,,,,,Preclinical
scriptaid,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",,,Preclinical
se-methylselenocysteine,,,,,Phase 2
secnidazole,"acetylcholinesterase inhibitor, microtubule inhibitor",,infectious disease,protozoan infection,Launched
securinine,"GABA receptor antagonist, TP53 activator",GABRA1,,,Preclinical
selamectin,nematocide,,infectious disease,flea control,Launched
selinexor,exportin antagonist,XPO1,,,Phase 2/Phase 3
selumetinib,MEK inhibitor,MAP2K1,,,Phase 3
semaxanib,VEGFR inhibitor,"FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET",,,Phase 3
serdemetan,MDM inhibitor,MDM2,,,Phase 1
sertindole,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA1D, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, KCNH2",,,Withdrawn
sevelamer,phosphate antagonist,,nephrology,chronic kidney disease (CKD),Launched
sevoflurane,membrane integrity inhibitor,"ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, MT-ND1",neurology/psychiatry,anesthetic,Launched
simvastatin,HMGCR inhibitor,"HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia",Launched
sirolimus,mTOR inhibitor,"FGF2, FKBP1A, MTOR","transplant, pulmonary","organ rejection, lymphangioleiomyomatosis",Launched
skepinone-l,p38 MAPK inhibitor,MAPK14,,,Preclinical
sobetirome,thyroid hormone receptor agonist,"THRA, THRB",,,Phase 1
sodium-glucoheptonate,,,,,Launched
sodium-stibogluconate,tyrosine phosphatase inhibitor,"PTPN6, TOP1",infectious disease,leishmaniasis,Launched
sodium-tanshinone-ii-a-sulfonate,potassium channel activator,,,,Phase 2
sonidegib,smoothened receptor antagonist,SMO,oncology,basal cell carcinoma (BCC),Launched
sorafenib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET",oncology,"renal cell carcinoma (RCC), thyroid cancer, hepatocellular carcinoma (HCC)",Launched
sparfloxacin,bacterial DNA gyrase inhibitor,TOP2A,,,Withdrawn
spermidine,glutamate receptor modulator,"KCNJ4, TXNRD1",,,Preclinical
spermine,,"CA14, CA4, CA6, CA9, CASR, GRIN1, GRIN2A, KCNJ4, ODC1, SMOX, SMS, TRPM4, TRPM5",,,Preclinical
spiradoline,opioid receptor agonist,OPRK1,,,Phase 2
spironolactone,mineralocorticoid receptor antagonist,"AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, NR3C1, NR3C2, PGR, SHBG","endocrinology, cardiology, gastroenterology, rheumatology","hyperaldosteronism, congestive heart failure, hepatic cirrhosis, nephrotic syndrome, hypertension, hypokalemia",Launched
stattic,,,,,Preclinical
stemregenin-1,aryl hydrocarbon receptor antagonist,AHR,,,Preclinical
streptozotocin,DNA alkylating agent,SLC2A2,oncology,pancreatic cancer,Launched
sufentanil,opioid receptor modulator,"OPRD1, OPRK1, OPRM1",neurology/psychiatry,anesthetic,Launched
sulconazole,sterol demethylase inhibitor,,infectious disease,"tinea pedis, tinea cruris, tinea corporis",Launched
sulfabenzamide,bacterial antifolate,,,,Launched
sulfamethazine,PABA antagonist,,gastroenterology,"enteritis, enteritis",Launched
sulfanilamide,carbonic anhydrase inhibitor,"CYP2C19, CYP2C9, CYP2D6, CYP2E1, CYP3A4",infectious disease,vulvovaginal candidiasis,Launched
sulfasalazine,cyclooxygenase inhibitor,"ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, PTGS1, PTGS2, SLC46A1, SLC7A11, TBXAS1",gastroenterology,ulcerative colitis,Launched
sulmazole,adenosine receptor antagonist,,,,Phase 1
sunitinib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET",oncology,"gastrointestinal stromal tumors (GIST), renal cell carcinoma (RCC), neuroendocrine tumors of pancreatic origin (PNET)",Launched
suxibuzone,cyclooxygenase inhibitor,,"rheumatology, neurology/psychiatry","joint pain, muscle pain",Launched
tacalcitol,vitamin D receptor agonist,VDR,dermatology,"psoriasis, chapped lips",Launched
tacedinaline,HDAC inhibitor,HDAC1,,,Phase 3
tacrolimus,calcineurin inhibitor,FKBP1A,transplant,organ rejection,Launched
tagatose,phosphorylase inhibitor,PYGL,,,Phase 3
talazoparib,PARP inhibitor,PARP2,,,Phase 3
talmapimod,p38 MAPK inhibitor,"MAPK11, MAPK14",,,Phase 2
taltirelin,thyrotropin releasing hormone receptor agonist,TRHR,neurology/psychiatry,spinocerebellar ataxia,Launched
taltobulin,tubulin polymerization inhibitor,,,,Phase 1
tamibarotene,retinoid receptor agonist,"RARA, RARB",hematologic malignancy,acute promyelocytic leukemia (APL),Launched
tamoxifen,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","EBP, ESR1, ESR2, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ",oncology,breast cancer,Launched
tanaproget,progesterone receptor agonist,PGR,,,Phase 2
tandutinib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor","CSF1R, FLT3, KIT, PDGFD, PDGFRB",,,Phase 2
tanespimycin,HSP inhibitor,HSP90AA1,,,Phase 3
tanshinone-i,AP inhibitor,IFNG,,,Phase 2
taselisib,PI3K inhibitor,PIK3CA,,,Phase 3
tasisulam,apoptosis stimulant,,,,Phase 3
taurine,antioxidant,,neurology/psychiatry,"anxiety, irritability, sleeplessness",Launched
tazemetostat,histone lysine methyltransferase inhibitor,EZH2,,,Phase 2
tecastemizole,histamine receptor antagonist,KCNH2,,,Phase 3
tedizolid,bacterial 50S ribosomal subunit inhibitor,,infectious disease,skin infections,Launched
tedizolid-phosphate,protein synthesis inhibitor,,infectious disease,skin infections,Launched
telatinib,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",KDR,,,Phase 2
telotristat-ethyl,tryptophan hydroxylase inhibitor,TPH1,gastroenterology,diarrhea,Launched
temazepam,benzodiazepine receptor agonist,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO",,,Withdrawn
temocapril,angiotensin converting enzyme inhibitor,ACE,"cardiology, nephrology","hypertension, congestive heart failure, diabetic nephropathy, coronary artery disease (CAD)",Launched
temoporfin,radical formation stimulant,,oncology,head and neck squamous cell carcinoma (HNSCC),Launched
temozolomide,DNA alkylating agent,MGMT,oncology,"glioblastoma, astrocytoma",Launched
temsirolimus,mTOR inhibitor,MTOR,oncology,renal cell carcinoma (RCC),Launched
teniposide,topoisomerase inhibitor,"TOP2A, TOP2B",hematologic malignancy,acute lymphoblastic leukemia (ALL),Launched
tenovin-6,SIRT inhibitor,"SIRT1, SIRT2, SIRT3",,,Preclinical
tepoxalin,"cyclooxygenase inhibitor, lipoxygenase inhibitor",ALOX5,"rheumatology, orthopedics","rheumatoid arthritis, hip dysplasia",Launched
teprenone,mucus protecting agent,,dermatology,cosmetic,Launched
terbutaline,adrenergic receptor agonist,ADRB2,pulmonary,"bronchospasm, bronchitis, emphysema",Launched
terconazole,sterol demethylase inhibitor,,infectious disease,vulvovaginal candidiasis,Launched
terfenadine,histamine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, KCNH1, KCNH2",,,Withdrawn
teriflunomide,dihydroorotate dehydrogenase inhibitor,DHODH,neurology/psychiatry,multiple sclerosis,Launched
teroxirone,DNA inhibitor,,,,Phase 1
tetrahydropapaverine,,,,,Preclinical
tetrahydrouridine,cytidine deaminase inhibitor,CDA,,,Phase 2
tetramethylthiuram-monosulfide,,,,,Preclinical
tetrandrine,calcium channel blocker,SLC6A3,,,Preclinical
tezacaftor,CFTR channel agonist,,pulmonary,cystic fibrosis,Launched
theophylline,adenosine receptor antagonist,,pulmonary,"asthma, emphysema, bronchitis",Launched
thiamine,vitamin B,"SLC19A2, SLC19A3, TPK1",metabolism,thiamine deficiency,Launched
thiocolchicoside,GABA receptor antagonist,"GABRA1, GABRB2, GABRG2, GLRA1, GLRB",neurology/psychiatry,muscle relaxant,Launched
thioguanine,purine antagonist,"IMPDH1, IMPDH2",hematologic malignancy,acute myeloid leukemia (AML),Launched
thiomersal,other antibiotic,OXCT1,,,Launched
thioproperazine,dopamine receptor antagonist,"ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A",neurology/psychiatry,schizophrenia,Launched
thiostrepton,"FOXM1 inhibitor, protein synthesis inhibitor",FOXM1,obstetrics/gynecology,mastitis,Launched
thiram,,JAK2,ophthalmology,contact dermatitis,Launched
thonzonium,ATPase inhibitor,,,,Launched
tiagabine,GABA uptake inhibitor,SLC6A1,neurology/psychiatry,seizures,Launched
tideglusib,glycogen synthase kinase inhibitor,GSK3B,,,Phase 2
tiletamine,glutamate receptor antagonist,,neurology/psychiatry,anesthetic,Launched
tilmicosin,bacterial 50S ribosomal subunit inhibitor,,pulmonary,bovine respiratory disease (BRD),Launched
tiludronate,"bone resorption inhibitor, osteoclast inhibitor","ATP6V1A, MMP2, PTPN1",orthopedics,navicular syndrome,Launched
tioguanine,purine antagonist,,,,Phase 2
tiotidine,histamine receptor antagonist,HRH2,,,Phase 2
tioxolone,carbonic anhydrase inhibitor,CA2,,,Preclinical
tipifarnib,farnesyltransferase inhibitor,"FNTA, FNTB",,,Phase 3
tipiracil,thymidine phosphorylase inhibitor,TYMP,oncology,colorectal cancer,Launched
tipranavir,HIV protease inhibitor,,infectious disease,human immunodeficiency virus (HIV-1),Launched
tirapazamine,DNA inhibitor,,,,Phase 3
tivantinib,tyrosine kinase inhibitor,MET,,,Phase 3
tivozanib,VEGFR inhibitor,"FLT1, FLT4, KDR, KIT, PDGFRA, PDGFRB",,,Phase 3
tofogliflozin,sodium/glucose cotransporter inhibitor,GCK,endocrinology,"diabetes mellitus, diabetes mellitus",Launched
topotecan,topoisomerase inhibitor,"TOP1, TOP1MT",oncology,"small cell lung cancer, cervical cancer",Launched
torasemide,"electrolyte reabsorption inhibitor, thromboxane receptor antagonist",SLC12A1,cardiology,"edema, congestive heart failure, hypertension",Launched
torcetrapib,cholesteryl ester transfer protein inhibitor,CETP,,,Phase 3
toremifene,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)",ESR1,oncology,breast cancer,Launched
torin-1,mTOR inhibitor,MTOR,,,Preclinical
torin-2,mTOR inhibitor,MTOR,,,Preclinical
tosedostat,peptidase inhibitor,"ANPEP, LAP3, NPEPPS",,,Phase 2
tozasertib,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor","AURKA, AURKB, AURKC, LCK",,,Phase 2
trametinib,MEK inhibitor,"MAP2K1, MAP2K2",oncology,melanoma,Launched
tranilast,angiogenesis inhibitor,"HPGDS, HRH1",pulmonary,asthma,Launched
trans-4-Hydroxycrotonic-acid,gamma hydroxybutyric acid ligand,,,,Preclinical
trapidil,PDGFR tyrosine kinase receptor inhibitor,PDGFRA,cardiology,coronary artery disease (CAD),Launched
tremorine,acetylcholine receptor agonist,,,,Preclinical
trequinsin,phosphodiesterase inhibitor,PDE5A,,,Phase 1
triamcinolone,glucocorticoid receptor agonist,"NR3C1, SERPINA6",dermatology,corticosteroid-responsive dermatoses,Launched
triamcinolone-acetonide,"glucocorticoid receptor agonist, immunosuppressant",NR3C1,dermatology,corticosteroid-responsive dermatoses,Launched
triamterene,sodium channel blocker,"SCNN1A, SCNN1B, SCNN1D, SCNN1G","endocrinology, cardiology","hypokalemia, hypertension, edema",Launched
triapine,ribonucleotide reductase inhibitor,"RRM1, RRM2",,,Phase 2
trichostatin-a,HDAC inhibitor,"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",,,Preclinical
triciribine,AKT inhibitor,"AKT1, AKT2, AKT3",,,Phase 1/Phase 2
triclabendazole,microtubule inhibitor,DNMT1,infectious disease,tapeworm,Launched
trifluridine,"DNA directed DNA polymerase inhibitor, thymidylate synthase inhibitor",TYMS,infectious disease,virus herpes simplex (HSV),Launched
trimebutine,opioid receptor agonist,"OPRD1, OPRK1, OPRM1",gastroenterology,irritable bowel syndrome,Launched
triptolide,RNA polymerase inhibitor,RELA,,,Phase 3
trolox,antioxidant,,,,Launched
trometamol,,"AMD1, CANT1, DCN, NEIL1, VEGFA",,,Launched
tropisetron,serotonin receptor antagonist,"GLRA1, GLRA2, GLRB, HTR3A, HTR4",gastroenterology,"nausea, vomiting, nausea, vomiting",Launched
trovafloxacin,bacterial DNA gyrase inhibitor,TOP2A,,,Withdrawn
tryptanthrin,cyclooxygenase inhibitor,IDO1,,,Preclinical
tucatinib,EGFR inhibitor,ERBB2,,,Phase 2
tyloxapol,NFkB pathway inhibitor,"LPL, NFKB2",,,Launched
tyrphostin-A9,"protein tyrosine kinase inhibitor, tyrosine kinase inhibitor",,,,Preclinical
tyrphostin-AG-1296,FLT3 inhibitor,FLT3,,,Preclinical
tyrphostin-AG-1478,EGFR inhibitor,"EGFR, MAPK14",,,Preclinical
tyrphostin-AG-494,EGFR inhibitor,EGFR,,,Preclinical
tyrphostin-AG-99,tyrosine kinase inhibitor,EGFR,,,Preclinical
ubenimex,leukotriene synthesis inhibitor,"LTA4H, RNPEP",hematologic malignancy,acute myeloid leukemia (AML),Launched
ulipristal,progesterone receptor antagonist,PGR,endocrinology,contraceptive,Launched
uprosertib,AKT inhibitor,"AKT1, AKT2, AKT3",,,Phase 2
uracil,,"DPYD, UCKL1",,,Launched
uric-acid,,PYGL,,,Phase 3
uridine,dopamine receptor agonist,"LSM6, TYMP",,,Phase 2
usniacin-(+),MAP kinase activator,PTPN1,,,Preclinical
